titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
PYTHON Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' API ', ' CSS ', ' CVS ', ' DJANGO ', ' HTML ', ' PYTHON ', ' SCRUM ', ' SQL ', ' TORNADO']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/python-developer-mf-8251952
QA Tester (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' API ', ' APP ', ' CVS ', ' JAVA ', ' MAVEN ', ' MYSQL ', ' SCRUM ', ' SELENIUM ', ' SQL']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/qa-tester-mf-8251953
REACT Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['BOOTSTRAP ', ' CSS ', ' CVS ', ' GIT ', ' JAVA ', ' JAVASCRIPT ', ' JQUERY ', ' LESS ', ' REACT']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/react-developer-mf-8251954
RUBY ON RAILS Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' CSS ', ' CVS ', ' DOCKER ', ' GIT ', ' HTML ', ' JAVASCRIPT ', ' JIRA ', ' JQUERY ', ' MONGODB ', ' MYSQL ', ' POSTGRESQL ', ' RUBY ON RAILS']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/ruby-on-rails-developer-mf-8251955
SWIFT Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' CVS ', ' GIT ', ' MERCURIAL ', ' REST ', ' SCRUM ', ' SWIFT']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/swift-developer-mf-8251956
Test and Validation Engineer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['CVS ', ' RHEL ', ' SUSE']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/test-validation-engineer-mf-8251957
Test Automation Engineer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['API ', ' CVS ', ' GIT ', ' GITLAB ', ' JAVASCRIPT ', ' JENKINS ', ' LINUX ', ' MATRIX ', ' MYSQL ', ' ORACLE ', ' PYTHON ', ' SHELL ', ' SQL']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/test-automation-engineer-mf-8251958
UX / UI Designer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AJAX ', ' BOOTSTRAP ', ' CSS ', ' CVS ', ' GIT ', ' HTML ', ' ILLUSTRATOR ', ' JAVASCRIPT ', ' PHOTOSHOP']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/ux-ui-designer-mf-8251959
AWS Cloud Architect (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' ALM ', ' BASH ', ' CVS ', ' DNS ', ' DOCKER ', ' HTTP ', ' IOT ', ' JENKINS ', ' LOAD BALANCING ', ' PUPPET ', ' PYTHON ', ' REACT ', ' SCRUM ', ' SSL']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/aws-cloud-architect-mf-8251960
AWS Solutions Architect (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['API ', ' BIG DATA ', ' CENTOS ', ' CVS ', ' DMS ', ' DNS ', ' DOCKER ', ' HADOOP ', ' HTTP ', ' LINUX ', ' RDS ', ' SPARK ', ' TALEND']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/aws-solutions-architect-mf-8251961
AZURE Solutions Architect (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['ACCESS ', ' AGILE ', ' ARM ', ' AZURE ', ' COSMOS ', ' CVS ', ' PAAS ', ' REDIS ', ' SHELL ', ' SQL']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/azure-solutions-architect-mf-8251962
Cloud Architect (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' API ', ' ARM ', ' AZURE ', ' C# ', ' COSMOS ', ' CVS ', ' LESS ', ' NOSQL ', ' PAAS ', ' SQL ', ' VM']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/cloud-architect-mf-8251963
Cloud Computing and Virtualization Engineer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AZURE ', ' CVS ', ' DOCKER ', ' LINUX']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/cloud-computing-virtualization-engineer-mf-8251964
Cloud Engineer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['API ', ' ARM ', ' BGP ', ' CVS ', ' IAM ', ' PUPPET ', ' PYTHON ', ' RDS ', ' REST']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/cloud-engineer-mf-8251965
Cloud Microservices Architect (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['ACCESS ', ' AGILE ', ' AZURE ', ' CVS ', ' DOCKER']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/cloud-microservices-architect-mf-8251966
Cloud System Administrator (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AZURE ', ' CENTOS ', ' CVS ', ' DOCKER ', ' LINUX ', ' PERL ', ' PREMISE ', ' PYTHON ', ' REDHAT ', ' VPN ', ' WAN']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/cloud-system-administrator-mf-8251967
Cloud System Integrator (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' CVS']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/cloud-system-integrator-mf-8251968
Cyber Security Engineer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['CVS ', ' ENDPOINT ', ' IDEAL ', ' JAVASCRIPT ', ' PYTHON ', ' VM']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/cyber-security-engineer-mf-8251969
DATASTAGE Architect (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AZURE ', ' CVS ', ' DATASTAGE ', ' INFORMATICA ', ' J2EE ', ' JAVA ', ' MONGODB ', ' ORACLE ', ' SQL ', ' TALEND']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/datastage-architect-mf-8251971
GENESYS Architect (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['BASH ', ' CVS ', ' GENESYS ', ' JAVA ', ' JAVASCRIPT ', ' PAAS ', ' POWERSHELL ', ' PYTHON ', ' VMWARE']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/genesys-architect-mf-8251972
Network Architect (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['BGP ', ' CISCO ', ' CVS ', ' DHCP ', ' DNS ', ' ETHERNET ', ' JUNIPER ', ' MPLS ', ' PYTHON ', ' SNMP ', ' TCP IP ', ' WAN']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/network-architect-mf-8251973
DBA IMS/DB2 Z/OS(H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['ASSEMBLEUR ', ' COBOL ', ' DB2 ', ' FORTRAN ', ' ISPF ', ' JCL ', ' SAS ', ' SDSF ', ' TCP IP ', ' TSO ', ' TWS ', ' VSAM']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/dba-imsdb2-zoshf-8251974
Z/OS System Engineer Senior Storage(H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['CICS ', ' DB2 ', ' IBM ', ' JCL ', ' MVS ', ' TSO ', ' VSAM ', ' ZOS']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/zos-system-engineer-senior-storagehf-8251975
Ingénieur Système Z/OS Middleware (H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['ASSEMBLEUR ', ' COBOL ', ' JAVA ', ' LDAP ', ' NETVIEW ', ' TCP IP ', ' TWS ', ' VTAM']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-systeme-zos-middleware-hf-8251976
Consultant SAP ABAP (H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['ABAP ', ' SAP']",Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/consultant-sap-abap-hf-8338269
Consultant SAP FI-CO/PS (H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,['SAP'],Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/consultant-sap-fi-cops-hf-8338270
Consultant SAP EHS (H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['REACH ', ' SAP']",Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/consultant-sap-ehs-hf-8338271
Consultant SAP Senior (H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['ABAP ', ' SAP']",Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/consultant-sap-senior-hf-8338272
Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,['SAP'],Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/consultant-sap-mmsdewmppqmcar-hf-8338273
Lead Développeur Java JEE (H/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' CSS ', ' ECLIPSE ', ' HIBERNATE ', ' HTML ', ' JAVA ', ' JAVA JEE ', ' JAVASCRIPT ', ' JENKINS ', ' JUNIT ', ' MAVEN ', ' SPRING ', ' UML']",Bac+3,Expérience entre 5 ans et 10 ans,CDI - Freelance,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/lead-developpeur-java-jee-hf-8338274
Chef Comptable - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Comptabilité ', ' États Financiers ', ' Finance ', ' Gestion ', ' Gestion des Coûts']",Bac+3,Expérience entre 5 ans et 10 ans,CDD,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/chef-comptable-nouakchott-8657960
Assistante de Direction  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Administration ', ' Assistanat ', ' Comptabilité ', ' Finance ', ' Gestion ', ' Management ', ' Pack Office ', ' Rédaction ', ' Secrétariat']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-direction-casablanca-8657968
Chef de Produit  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Communication ', ' Gestion ', ' Management ', ' Marketing ', ' PLV']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/chef-produit-casablanca-8660755
Agent de Sécurité Incendie SSIAP 1  - Casablanca - Fès,G4S MAROC,Casablanca-Mohammedia & Fès,"['Assistance ', ' Sécurité ', ' Sécurité Incendie']",Qualification avant bac,Débutant < 2 ans,CDD,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/agent-securite-incendie-ssiap-1-casablanca-fes-8660816
Technicien Bris de Glace - Casablanca Marrakech Agadir Ben Guérir,KARTNER INVEST,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Maintenance ', ' Normes de Qualité ', ' Production ', ' Qualité']","Qualification avant bac, Bac, Bac+1 - Bac+2","Etudiant, jeune diplômé et plus",CDI - CDD,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-bris-glace-casablanca-marrakech-agadir-ben-guerir-8661726
Manutentionnaire - Casablanca,MAROC FORCE EMPLOI,Casablanca-Mohammedia,"['Chargement ', ' Déchargement ', ' Emballage ', ' Maintenance ', ' Production ', ' Qualité']","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,29.11.2024,https://www.emploi.ma/offre-emploi-maroc/manutentionnaire-casablanca-8661727
Opérateur H/F,BOTTU,Casablanca-Mohammedia,"['Bonnes Pratiques de Fabrication ', ' BPF ', ' Fabrication ', ' Machines ', ' Maintenance ', ' Production ', ' Qualité']",Bac+2,Débutant < 2 ans,CDI & Intérim,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/operateur-hf-8046704
Assistante de Production,BOTTU,Casablanca-Mohammedia,"['Archivage ', ' Assistanat ', ' Classement des Documents ', ' Documentation ', ' Fabrication ', ' Hygiène ', ' Maintenance ', ' Production ', ' Qualité ', ' Secrétariat']",Bac+2,Expérience entre 2 ans et 5 ans,CDI & Intérim,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-production-8311869
Chargé Etudes de Marché,BOTTU,Casablanca-Mohammedia,"['Communication ', ' Marketing ', ' Rédaction']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/charge-etudes-marche-8341651
Chef de Produit Compléments Alimentaires - Casablanca,BOTTU,Casablanca-Mohammedia,"['Actions Marketing ', ' Communication ', ' Marketing ', ' Plan Marketing']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/chef-produit-complements-alimentaires-casablanca-8453837
Animatrice Pédagogique - Casablanca,DAMA,Casablanca-Mohammedia,"['Développement Personnel ', ' Enseignement']",Bac+2,Débutant < 2 ans,Intérim,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/animatrice-pedagogique-casablanca-8466322
Chef Exécutif  - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Cuisine ', ' Hôtellerie ', ' Restauration']",Bac+1 & Bac+2,Expérience entre 5 ans et 10 ans,Intérim,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/chef-executif-marrakech-8658891
Chargé(e) de Recouvrement  - Casablanca,G4S MAROC,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Gestion des Impayés ', ' Gestion des Recouvrements ', ' Recouvrement ', ' Recouvrement des Clients ', ' Relation Clients ', ' Suivi des Recouvrements']","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-recouvrement-casablanca-8658909
Chefs de Rayon Électricité/Luminaire - Béni Mellal,BRICOMA,Béni Mellal-Khénifra,"['Bricolage ', ' Gestion ', ' Gestion Commerciale ', "" Gestion d'Équipe "", ' Leadership ', ' Management ', ' Vente']",Bac+3,Expérience entre 2 ans et 5 ans,CDI & CDD,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/chefs-rayon-electriciteluminaire-beni-mellal-8658912
Executive Housekeeper - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Gestion Hôtelière ', ' Hôtellerie ', ' Restauration ', ' Secteur Hôtelier ', ' Tourisme']",Bac+2,Expérience entre 5 ans et 10 ans,CDD,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/executive-housekeeper-nouakchott-8658947
Coordinateur Logistique - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Gestion Hôtelière ', ' Hôtellerie ', ' Restauration ', ' Secteur Hôtelier ', ' Tourisme']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/coordinateur-logistique-casablanca-8658963
Carpenter - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['BTP ', ' Menuiserie ', ' Tourisme']",Bac+1,Expérience entre 5 ans et 10 ans,CDD,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/carpenter-nouakchott-8658988
Minibar Assistant  - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Gestion Hôtelière ', ' Hôtellerie ', ' Housekeeping ', ' Restauration ', ' Tourisme']",Bac,Expérience entre 5 ans et 10 ans,CDD,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/minibar-assistant-nouakchott-8659366
Peintre - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Gestion Hôtelière ', ' Hôtellerie ', ' Housekeeping ', ' Restauration ', ' Tourisme']",Bac,Expérience entre 5 ans et 10 ans,CDD,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/peintre-nouakchott-8659371
Floor Supervisor - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,['Tourisme'],Bac,Expérience entre 2 ans et 5 ans,CDD,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/floor-supervisor-nouakchott-8659378
Admin Coordinatrice - Meknès,TECTRA MEKNES,Meknès,"['Assistanat ', ' Banque ', ' Comptabilité ', ' Dossiers ', ' Encaissement ', ' Finance ', ' Formation ', ' Gestion ', ' Opérations Bancaires ', ' POWERPOINT ', ' Secrétariat ', ' Suivi des Dossiers ', ' Trésorerie ', ' WORD']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/admin-coordinatrice-meknes-8659581
Chargé de Portefeuille H/F - Rabat,FONDATION ARRAWAJ,Rabat-Salé-Kénitra,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-rabat-8659583
Chargé de Portefeuille H/F  - Agadir,FONDATION ARRAWAJ,Agadir,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-agadir-8659614
Comptable  - Tanger,TECTRA TANGER – RECRUTEMENT,Tanger-Tétouan-Al Hoceïma,"['Analyse Financière ', ' Comptabilité ', ' Comptabilité Générale ', ' Facturation ', ' Finance ', ' Gestion ', ' Inventaire']",Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/comptable-tanger-8659617
Chargé de Portefeuille H/F - Meknès,FONDATION ARRAWAJ,Meknès,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-meknes-8659627
Chargé de Portefeuille H/F - Salé,FONDATION ARRAWAJ,Rabat-Salé-Kénitra,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-sale-8659630
Chargé de Portefeuille H/F - Marrakech,FONDATION ARRAWAJ,Marrakech-Safi,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-marrakech-8659631
Chargé de Portefeuille H/F - Kénitra,FONDATION ARRAWAJ,Rabat-Salé-Kénitra,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-kenitra-8659632
Chargé de Portefeuille H/F - Essaouira,FONDATION ARRAWAJ,Marrakech-Safi,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-essaouira-8659635
Gestionnaire de Paie Expérimenté (H/F)  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Formation ', ' Gestion']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-paie-experimente-hf-casablanca-8659673
Stagiaire Infographiste - Casablanca,TECTRA,Casablanca-Mohammedia,"['Brochures ', ' Communication ', ' Création Graphique ', ' Infographie ', ' Marketing ', ' Supports Marketing']",Bac+3,"Etudiant, jeune diplômé",Stage,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/stagiaire-infographiste-casablanca-8659757
Service Desk Agent (Spanish) F/M - Rabat,AFRICAWORK MAROC,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,['MICROSOFT'],"Qualification avant bac, Bac, Bac+1 - Bac+2","Etudiant, jeune diplômé - Débutant < 2 ans",CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/service-desk-agent-spanish-fm-rabat-8660020
Ingénieur en Électromécanique - Casablanca,ENI,Casablanca-Mohammedia,"['Électromécanique ', ' Maintenance ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-electromecanique-casablanca-8660022
Formateur(trice) Vacataire en « Démarche Qualité » - Fès,INSTITUT DE FORMATION AUX MÉTIERS DU BTP,Fès,['Formation'],Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,28.11.2024,https://www.emploi.ma/offre-emploi-maroc/formateurtrice-vacataire-demarche-qualite-fes-8660272
